full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,scraped_at
Christine Murphy,Christine,Murphy,christinemurphy@exp.com,(813) 389-3735,United Real Estate,Chattanooga,TN,Chattanooga,TN669206,TN,6,10,3200000,89,C,C,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Wood,Emma,Wood,emmawood76@sothebysrealty.com,(212) 888-7221,Redfin,Washington,DC,Washington,DC648497,DC,8,50,35000000,83,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Donald Campbell,Donald,Campbell,donaldcampbell@kw.com,(702) 622-7112,RE/MAX,Indianapolis,IN,Indianapolis,IN323857,IN,6,35,8400000,96,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
James Hill,James,Hill,jameshill@coldwellbanker.com,(404) 272-2838,Keller Williams,Shreveport,LA,Shreveport,LA382562,LA,2,20,4600000,88,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Mark Stewart,Mark,Stewart,mstewart@yahoo.com,(559) 375-2877,Keller Williams,Cleveland,OH,Cleveland,OH758188,OH,7,12,3000000,84,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Edwards,Lisa,Edwards,lisaedwards21@hotmail.com,(410) 911-7669,Redfin,Columbus,OH,Columbus,OH572725,OH,4,10,2500000,68,B,B,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Angela Rogers,Angela,Rogers,angelarogers42@gmail.com,(402) 338-1321,Zillow Premier Agent,Orlando,FL,Orlando,FL512632,FL,1,8,3200000,64,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Angela Anderson,Angela,Anderson,angela_anderson@kw.com,(410) 745-5310,United Real Estate,Greenville,SC,Greenville,SC766378,SC,4,15,4350000,76,C,C,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Amanda Lewis,Amanda,Lewis,amandalewis@remax.com,(215) 325-7959,HomeSmart,Washington,DC,Washington,DC422584,DC,6,8,5600000,68,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Amanda Martin,Amanda,Martin,amartin@sothebysrealty.com,(713) 396-7762,Coldwell Banker,Kansas City,MO,Kansas City,MO576988,MO,7,18,4680000,78,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Sandra Carter,Sandra,Carter,sandra_carter@outlook.com,(602) 421-1662,United Real Estate,Boston,MA,Boston,MA103832,MA,10,16,10400000,78,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Torres,Susan,Torres,susantorres@exp.com,(412) 221-5916,Corcoran Global Living,San Antonio,TX,San Antonio,TX873951,TX,1,15,5250000,72,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Clark,Kenneth,Clark,kennethclark64@sothebysrealty.com,(901) 356-7823,ERA Real Estate,Nashville,TN,Nashville,TN353764,TN,3,35,11200000,82,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Green,Stephen,Green,sgreen@realtor.com,(512) 822-6782,Local Brokerage,San Diego,CA,San Diego,CA765540,CA,12,25,18750000,82,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Mitchell,Jacob,Mitchell,jmitchell@yahoo.com,(919) 806-5962,Zillow Premier Agent,Fresno,CA,Fresno,CA219369,CA,2,15,11250000,68,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Dorothy Reyes,Dorothy,Reyes,dorothy.reyes@gmail.com,(317) 394-6238,Century 21,Chicago,IL,Chicago,IL521349,IL,15,16,4800000,81,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Melissa Thomas,Melissa,Thomas,melissa_thomas@century21.com,(206) 498-5037,eXp Realty,Minneapolis,MN,Minneapolis,MN808838,MN,15,60,21000000,80,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Gomez,Michael,Gomez,mgomez@yahoo.com,(585) 939-6079,Windermere Real Estate,Riverside,CA,Riverside,CA441750,CA,4,15,11250000,89,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Shirley Davis,Shirley,Davis,shirleydavis89@sothebysrealty.com,(509) 611-5300,RE/MAX,Dallas,TX,Dallas,TX871273,TX,4,35,12250000,74,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Gary Jones,Gary,Jones,gjones@exp.com,(520) 825-5834,HomeSmart,Des Moines,IA,Des Moines,IA387105,IA,1,6,1230000,80,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Lewis,Steven,Lewis,steven_lewis@exp.com,(614) 650-9715,Corcoran Global Living,Austin,TX,Austin,TX375508,TX,6,16,5600000,81,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
George Thomas,George,Thomas,gthomas@century21.com,(615) 834-6318,Redfin,Raleigh,NC,Raleigh,NC279348,NC,1,8,2480000,66,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Cox,Susan,Cox,susan.cox@coldwellbanker.com,(214) 589-2189,Weichert Realtors,Fort Collins,CO,Fort Collins,CO451407,CO,6,15,8250000,90,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Johnson,Joshua,Johnson,joshua_johnson@aol.com,(303) 906-8082,Redfin,San Jose,CA,San Jose,CA226229,CA,2,60,45000000,89,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
James Nelson,James,Nelson,jamesnelson@exp.com,(804) 828-8513,Compass,Boston,MA,Boston,MA365634,MA,7,60,39000000,88,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Linda Collins,Linda,Collins,linda.collins@compass.com,(704) 730-8174,Berkshire Hathaway HomeServices,Fort Wayne,IN,Fort Wayne,IN783397,IN,5,6,1440000,73,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Flores,Rebecca,Flores,rflores@realtor.com,(404) 939-7355,Compass,New Orleans,LA,New Orleans,LA779664,LA,3,10,2300000,84,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Timothy Torres,Timothy,Torres,timothytorres84@realtor.com,(405) 432-7663,Zillow Premier Agent,Cleveland,OH,Cleveland,OH749275,OH,1,28,7000000,80,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Walker,Elizabeth,Walker,elizabethwalker@homesmart.com,(614) 485-6927,Zillow Premier Agent,Cedar Rapids,IA,Cedar Rapids,IA607262,IA,4,6,1230000,65,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Benjamin Allen,Benjamin,Allen,benjaminallen8@weichert.com,(865) 803-2184,Weichert Realtors,Albuquerque,NM,Albuquerque,NM523069,NM,7,8,2200000,80,C,C,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Hughes,Emily,Hughes,emily_hughes@outlook.com,(719) 658-5893,ERA Real Estate,Madison,WI,Madison,WI730519,WI,4,28,7700000,87,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Martinez,Samantha,Martinez,samantha.martinez@remax.com,(502) 762-4503,Berkshire Hathaway HomeServices,Philadelphia,PA,Philadelphia,PA711636,PA,10,16,4640000,80,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
James Clark,James,Clark,jamesclark@hotmail.com,(615) 824-4715,Local Brokerage,Fort Collins,CO,Fort Collins,CO899335,CO,6,6,3300000,89,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Rivera,Kathleen,Rivera,kathleen.rivera@compass.com,(602) 254-7137,HomeSmart,Philadelphia,PA,Philadelphia,PA672489,PA,5,50,14500000,97,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Ruiz,Andrew,Ruiz,andrew_ruiz@sothebysrealty.com,(713) 234-5205,Compass,Los Angeles,CA,Los Angeles,CA418838,CA,3,35,26250000,76,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jennifer Collins,Jennifer,Collins,jennifercollins47@remax.com,(404) 643-9604,Coldwell Banker,Cincinnati,OH,Cincinnati,OH497576,OH,4,8,2000000,82,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Ortiz,Deborah,Ortiz,deborahortiz13@sothebysrealty.com,(410) 368-7567,Sotheby's International Realty,San Diego,CA,San Diego,CA478937,CA,8,25,18750000,97,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Moore,Robert,Moore,rmoore@aol.com,(505) 356-3941,eXp Realty,Boston,MA,Boston,MA902453,MA,7,20,13000000,90,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Martinez,Susan,Martinez,susanmartinez@outlook.com,(617) 641-1714,eXp Realty,Los Angeles,CA,Los Angeles,CA814556,CA,8,20,15000000,74,A,A,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Gutierrez,Rachel,Gutierrez,rgutierrez@homesmart.com,(614) 750-7729,Sotheby's International Realty,Nashville,TN,Nashville,TN333007,TN,4,16,5120000,90,A,A,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Ruiz,Helen,Ruiz,helen_ruiz@homesmart.com,(423) 672-6333,ERA Real Estate,Boston,MA,Boston,MA844038,MA,10,16,10400000,92,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Cooper,Emily,Cooper,ecooper@yahoo.com,(916) 913-4756,Coldwell Banker,Fresno,CA,Fresno,CA148093,CA,10,28,21000000,79,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Gregory Roberts,Gregory,Roberts,gregoryroberts@century21.com,(512) 485-9896,Sotheby's International Realty,Mobile,AL,Mobile,AL901330,AL,3,12,2640000,60,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Nicholas Rodriguez,Nicholas,Rodriguez,nicholasrodriguez@homesmart.com,(615) 947-8300,Local Brokerage,San Francisco,CA,San Francisco,CA239557,CA,7,20,15000000,87,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Young,Laura,Young,laurayoung@realtor.com,(704) 973-2549,Local Brokerage,Nashville,TN,Nashville,TN479259,TN,7,35,11200000,98,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Dorothy Smith,Dorothy,Smith,dorothysmith@sothebysrealty.com,(901) 388-2711,Keller Williams,Houston,TX,Houston,TX744212,TX,4,25,8750000,73,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
James Mendoza,James,Mendoza,james_mendoza@compass.com,(585) 780-9676,Realty ONE Group,Los Angeles,CA,Los Angeles,CA847580,CA,3,50,37500000,84,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Mitchell,Rachel,Mitchell,rmitchell@aol.com,(816) 508-1349,ERA Real Estate,Los Angeles,CA,Los Angeles,CA301095,CA,3,35,26250000,94,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Torres,Joshua,Torres,joshuatorres29@kw.com,(312) 975-4862,Coldwell Banker,Charlotte,NC,Charlotte,NC485782,NC,7,4,1240000,84,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Moore,Elizabeth,Moore,elizabethmoore@kw.com,(415) 744-6914,Compass,Reno,NV,Reno,NV836473,NV,4,8,3400000,66,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Watson,Rebecca,Watson,rebeccawatson@homesmart.com,(513) 543-3084,Redfin,Seattle,WA,Seattle,WA251143,WA,15,40,24000000,95,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Gomez,Daniel,Gomez,daniel.gomez@yahoo.com,(813) 215-5309,HomeSmart,Los Angeles,CA,Los Angeles,CA443825,CA,7,20,15000000,75,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Jeffrey Kelly,Jeffrey,Kelly,jeffreykelly56@remax.com,(305) 609-7202,Redfin,Austin,TX,Austin,TX442293,TX,15,20,7000000,74,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Parker,Lisa,Parker,lisaparker@yahoo.com,(804) 212-7289,HomeSmart,Baltimore,MD,Baltimore,MD584084,MD,3,35,14875000,86,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Jason Diaz,Jason,Diaz,jasondiaz64@realtor.com,(916) 706-6107,Realty ONE Group,New Orleans,LA,New Orleans,LA696533,LA,6,15,3450000,86,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Wright,Eric,Wright,eric.wright@sothebysrealty.com,(213) 637-8773,Windermere Real Estate,Kansas City,MO,Kansas City,MO514917,MO,4,8,2080000,77,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Reed,Debra,Reed,debra_reed@aol.com,(716) 431-7460,CBRE,Salt Lake City,UT,Salt Lake City,UT559622,UT,6,12,6000000,67,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Williams,Amy,Williams,amy.williams@yahoo.com,(303) 305-1222,CBRE,Milwaukee,WI,Milwaukee,WI725441,WI,2,8,2200000,69,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Samantha Baker,Samantha,Baker,samantha_baker@century21.com,(515) 370-5645,HomeSmart,Boston,MA,Boston,MA886308,MA,5,25,16250000,98,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Donald Cooper,Donald,Cooper,donaldcooper@realtor.com,(205) 435-2946,Redfin,Raleigh,NC,Raleigh,NC694880,NC,4,10,3100000,60,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Evans,Jonathan,Evans,jonathan.evans@weichert.com,(713) 604-2323,Local Brokerage,Denver,CO,Denver,CO254262,CO,7,50,27500000,78,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Campbell,Mary,Campbell,marycampbell97@compass.com,(202) 793-2049,United Real Estate,Atlanta,GA,Atlanta,GA835754,GA,8,25,8125000,85,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Sandra Hall,Sandra,Hall,shall@outlook.com,(919) 627-8234,RE/MAX,Tallahassee,FL,Tallahassee,FL441285,FL,3,10,4000000,65,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Hernandez,Pamela,Hernandez,phernandez@aol.com,(503) 552-6353,Redfin,Memphis,TN,Memphis,TN972319,TN,8,10,3200000,81,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Cox,Justin,Cox,justincox@century21.com,(412) 227-6820,Keller Williams,Houston,TX,Houston,TX244620,TX,8,30,10500000,97,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Donna Campbell,Donna,Campbell,donnacampbell78@century21.com,(813) 778-4810,Coldwell Banker,New York,NY,New York,NY512581,NY,5,25,21250000,82,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Torres,Susan,Torres,susantorres@coldwellbanker.com,(303) 499-5260,Century 21,Pittsburgh,PA,Pittsburgh,PA538326,PA,8,10,2900000,90,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Davis,Thomas,Davis,tdavis@exp.com,(619) 573-8862,ERA Real Estate,Las Vegas,NV,Las Vegas,NV257544,NV,4,35,14875000,87,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah Rogers,Sarah,Rogers,sarahrogers59@realtor.com,(216) 827-3824,Better Homes and Gardens Real Estate,Boston,MA,Boston,MA681193,MA,2,60,39000000,79,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Donna Carter,Donna,Carter,donna.carter@exp.com,(404) 982-7925,RE/MAX,Memphis,TN,Memphis,TN578740,TN,5,18,5760000,85,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan King,Jonathan,King,jking@exp.com,(520) 536-9483,Windermere Real Estate,Raleigh,NC,Raleigh,NC469124,NC,10,12,3720000,70,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Karen Wilson,Karen,Wilson,kwilson@sothebysrealty.com,(612) 906-3118,Zillow Premier Agent,Des Moines,IA,Des Moines,IA528761,IA,4,10,2050000,61,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Richard Gomez,Richard,Gomez,richardgomez@century21.com,(916) 715-4377,ERA Real Estate,Baltimore,MD,Baltimore,MD305650,MD,2,4,1700000,64,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Brian Morales,Brian,Morales,bmorales@weichert.com,(423) 610-7766,Keller Williams,Minneapolis,MN,Minneapolis,MN619730,MN,4,50,17500000,89,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Sanchez,Nicole,Sanchez,nicolesanchez@century21.com,(865) 917-8237,Keller Williams,Fort Collins,CO,Fort Collins,CO607034,CO,1,8,4400000,61,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Jason Lee,Jason,Lee,jlee@gmail.com,(501) 754-1403,Sotheby's International Realty,Fort Collins,CO,Fort Collins,CO453886,CO,4,6,3300000,61,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Wright,Kathleen,Wright,kathleenwright@kw.com,(865) 214-5280,ERA Real Estate,Minneapolis,MN,Minneapolis,MN501610,MN,3,12,4200000,64,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Cook,Matthew,Cook,mcook@century21.com,(216) 364-7024,Realty ONE Group,Kansas City,MO,Kansas City,MO494170,MO,8,8,2080000,89,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Reyes,Jacob,Reyes,jacobreyes@coldwellbanker.com,(813) 704-1374,Better Homes and Gardens Real Estate,Knoxville,TN,Knoxville,TN925812,TN,3,28,8960000,77,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
David Martinez,David,Martinez,david.martinez@century21.com,(608) 346-5677,HomeSmart,Milwaukee,WI,Milwaukee,WI630226,WI,4,18,4950000,73,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Gray,Andrew,Gray,agray@realtor.com,(206) 675-2924,CBRE,Fort Wayne,IN,Fort Wayne,IN915139,IN,3,12,2880000,60,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Ramos,Nancy,Ramos,nancy.ramos@realtor.com,(901) 520-9203,Local Brokerage,San Francisco,CA,San Francisco,CA546049,CA,12,30,22500000,85,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Gomez,Helen,Gomez,helen_gomez@yahoo.com,(423) 854-6581,Zillow Premier Agent,Madison,WI,Madison,WI304539,WI,6,6,1650000,81,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Thompson,Pamela,Thompson,pamela_thompson@remax.com,(410) 574-3375,United Real Estate,Detroit,MI,Detroit,MI365560,MI,3,15,4125000,71,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Nicholas White,Nicholas,White,nicholas_white@century21.com,(501) 513-2083,HomeSmart,Indianapolis,IN,Indianapolis,IN683814,IN,4,45,10800000,72,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Hall,Susan,Hall,susan.hall@century21.com,(501) 876-5474,Weichert Realtors,Kansas City,MO,Kansas City,MO861358,MO,2,8,2080000,71,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Stephanie Stewart,Stephanie,Stewart,sstewart@yahoo.com,(412) 512-2494,CBRE,Mobile,AL,Mobile,AL401206,AL,7,3,660000,88,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Larry Gomez,Larry,Gomez,larrygomez@aol.com,(713) 258-7830,eXp Realty,Tallahassee,FL,Tallahassee,FL110307,FL,4,20,8000000,89,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Ramos,Betty,Ramos,bettyramos@gmail.com,(864) 998-9962,Better Homes and Gardens Real Estate,Atlanta,GA,Atlanta,GA991150,GA,12,16,5200000,85,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Nicholas Morales,Nicholas,Morales,nicholas_morales@kw.com,(206) 262-6692,Better Homes and Gardens Real Estate,Dallas,TX,Dallas,TX861173,TX,12,50,17500000,100,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Nguyen,Ashley,Nguyen,ashley_nguyen@hotmail.com,(719) 962-3494,Corcoran Global Living,Washington,DC,Washington,DC263586,DC,8,30,21000000,100,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Lewis,Jessica,Lewis,jessicalewis@hotmail.com,(303) 911-9281,Redfin,Dallas,TX,Dallas,TX976335,TX,7,16,5600000,92,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Cox,Susan,Cox,susancox36@exp.com,(505) 435-4639,Berkshire Hathaway HomeServices,Sacramento,CA,Sacramento,CA636744,CA,4,8,6000000,76,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Mendoza,Lisa,Mendoza,lisamendoza@sothebysrealty.com,(615) 749-1921,Realty ONE Group,St. Louis,MO,St. Louis,MO439595,MO,5,18,4680000,82,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Reed,Betty,Reed,breed@realtor.com,(402) 514-3733,Berkshire Hathaway HomeServices,Dallas,TX,Dallas,TX910688,TX,6,20,7000000,80,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Scott Brown,Scott,Brown,sbrown@weichert.com,(865) 353-9306,eXp Realty,Raleigh,NC,Raleigh,NC309055,NC,5,18,5580000,78,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Hall,Mary,Hall,maryhall@sothebysrealty.com,(520) 877-7933,CBRE,Phoenix,AZ,Phoenix,AZ380457,AZ,8,35,15750000,92,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Kim,Laura,Kim,laurakim87@hotmail.com,(314) 351-5069,ERA Real Estate,Fresno,CA,Fresno,CA210690,CA,4,8,6000000,65,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Patricia Perez,Patricia,Perez,patriciaperez2@outlook.com,(951) 819-9068,Better Homes and Gardens Real Estate,Orlando,FL,Orlando,FL816225,FL,5,10,4000000,74,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Gregory Ramos,Gregory,Ramos,gregory_ramos@weichert.com,(801) 212-6722,Corcoran Global Living,San Diego,CA,San Diego,CA380686,CA,6,25,18750000,97,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Linda Flores,Linda,Flores,linda.flores@compass.com,(602) 730-4407,HomeSmart,Columbus,OH,Columbus,OH109261,OH,1,10,2500000,77,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Joseph Flores,Joseph,Flores,joseph_flores@weichert.com,(512) 748-9980,HomeSmart,Baltimore,MD,Baltimore,MD396491,MD,5,12,5100000,82,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Ruiz,Eric,Ruiz,eric_ruiz@realtor.com,(919) 379-3977,Coldwell Banker,Fresno,CA,Fresno,CA713864,CA,10,28,21000000,88,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
George Hernandez,George,Hernandez,georgehernandez@exp.com,(864) 375-6782,HomeSmart,Pittsburgh,PA,Pittsburgh,PA194396,PA,2,10,2900000,63,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
James Roberts,James,Roberts,jroberts@yahoo.com,(702) 399-3983,CBRE,Des Moines,IA,Des Moines,IA953899,IA,6,12,2460000,77,C,C,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Harris,Nicole,Harris,nicoleharris@coldwellbanker.com,(402) 555-3902,Corcoran Global Living,Boston,MA,Boston,MA991031,MA,3,30,19500000,82,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Ward,Kathleen,Ward,kathleen_ward@yahoo.com,(713) 806-3633,Windermere Real Estate,Atlanta,GA,Atlanta,GA491832,GA,5,16,5200000,72,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Lee,Matthew,Lee,matthew.lee@sothebysrealty.com,(408) 958-1658,Better Homes and Gardens Real Estate,Fayetteville,AR,Fayetteville,AR888942,AR,2,8,1560000,77,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Davis,Cynthia,Davis,cynthiadavis56@century21.com,(617) 987-7092,Sotheby's International Realty,St. Louis,MO,St. Louis,MO390553,MO,3,15,3900000,78,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Hill,Jonathan,Hill,jonathanhill@remax.com,(520) 329-8807,ERA Real Estate,Philadelphia,PA,Philadelphia,PA935126,PA,7,25,7250000,81,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Anna Morales,Anna,Morales,annamorales57@exp.com,(405) 338-4534,Zillow Premier Agent,Miami,FL,Miami,FL873192,FL,3,20,8000000,88,A,A,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Angela Lewis,Angela,Lewis,angela_lewis@century21.com,(602) 950-1944,Coldwell Banker,Fresno,CA,Fresno,CA356342,CA,12,10,7500000,65,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Stephanie King,Stephanie,King,stephanieking45@exp.com,(716) 675-6375,Century 21,Des Moines,IA,Des Moines,IA552999,IA,3,10,2050000,75,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Samuel Bailey,Samuel,Bailey,sbailey@aol.com,(215) 680-8940,Local Brokerage,San Diego,CA,San Diego,CA962522,CA,6,30,22500000,81,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Christopher Bennett,Christopher,Bennett,christopher.bennett@weichert.com,(865) 998-7381,United Real Estate,Austin,TX,Austin,TX953521,TX,5,25,8750000,84,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Hill,Nicole,Hill,nicolehill@hotmail.com,(208) 837-4046,Coldwell Banker,Mobile,AL,Mobile,AL401423,AL,4,10,2200000,74,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Gutierrez,Justin,Gutierrez,justingutierrez73@coldwellbanker.com,(215) 623-5053,Sotheby's International Realty,San Diego,CA,San Diego,CA695473,CA,7,20,15000000,74,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Ronald Torres,Ronald,Torres,ronald_torres@coldwellbanker.com,(505) 765-5451,HomeSmart,New Orleans,LA,New Orleans,LA750728,LA,2,10,2300000,69,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Edward Morris,Edward,Morris,edward.morris@century21.com,(408) 409-2399,Local Brokerage,Baltimore,MD,Baltimore,MD587293,MD,3,8,3400000,81,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
William Morris,William,Morris,william_morris@sothebysrealty.com,(214) 347-6916,Better Homes and Gardens Real Estate,Houston,TX,Houston,TX379228,TX,5,35,12250000,89,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
